市場,代號,公司簡稱,公告日期,異動情形,新任者,舊任者,生效日期,異動原因,公告來源
公開發行,5858,臺銀,108/04/16,新任,李莉,,108/04/16,依金融監督管理委員會108年4月12日金管檢控字第10801061511號函及本行108年4月15日銀人資乙字第10800020881號函辦理。,"{""KIND"": ""X"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""5858"", ""TYPEK"": ""pub"", ""year"": ""2019""}"
上櫃,5321,美而快,108/04/16,新任,楊世偉,朱雅涓,108/04/16,原稽核主管於108/04/03請辭,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""5321"", ""TYPEK"": ""otc"", ""year"": ""2019""}"
上市,2712,遠雄來,108/04/15,新任,周士玉,葉倩玲,108/04/15,葉倩玲女士因生涯規劃辦理留職停薪，故聘任周士玉女士為新任稽核主管,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2712"", ""TYPEK"": ""sii"", ""year"": ""2019""}"
上市,1213,大飲,108/04/13,辭職,尚未聘任,王鎮民,108/04/12,辭職,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""1213"", ""TYPEK"": ""sii"", ""year"": ""2019""}"
興櫃,7516,清淨海,108/04/08,職務調整,陳立儂,方少玉,108/04/08,公司內部職務調動,"{""KIND"": ""U"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""7516"", ""TYPEK"": ""rotc"", ""year"": ""2019""}"
上市,2393,億光,108/04/08,新任,林姿菁,不適用,108/04/08,新任,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2393"", ""TYPEK"": ""sii"", ""year"": ""2019""}"
公開發行,5858,臺銀,108/04/03,新任,李莉,盧純真,新任總稽核報請金管會核准並完成交接之日起生效,依本行108年4月3日第6屆第4次臨時董事會決議通知單及108年4月3日銀人資乙字第10800018861號函辦理。,"{""KIND"": ""X"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""5858"", ""TYPEK"": ""pub"", ""year"": ""2019""}"
上櫃,5321,美而快,108/04/03,辭職,,朱雅涓,108/04/03,個人生涯規劃辭職,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""5321"", ""TYPEK"": ""otc"", ""year"": ""2019""}"
上市,2889,國票金,108/04/03,新任,侯文楚,無,經金融監督管理委員會108年4月3日金管檢證字第1080501240號函核准生效。,業務需要,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2889"", ""TYPEK"": ""sii"", ""year"": ""2019""}"
公開發行,8370,欣隆天然,108/04/01,職務調整,游義人,黃奕柔,108/03/29,108/03/29董事會通過內部職務調動,"{""KIND"": ""X"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""8370"", ""TYPEK"": ""pub"", ""year"": ""2019""}"
興櫃,6549,景凱,108/04/01,職務調整,呂冠侑,李盈緣,108/04/01,育嬰留職停薪,"{""KIND"": ""U"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6549"", ""TYPEK"": ""rotc"", ""year"": ""2019""}"
上櫃,4198,欣大健康,108/04/01,辭職/新任,高培修,游書涵,108/04/01,個人職涯規劃請辭/職務調整,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""4198"", ""TYPEK"": ""otc"", ""year"": ""2019""}"
上櫃,3093,港建*,108/04/01,辭職,,董鈺新,108/03/31,個人生涯規劃辭職,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3093"", ""TYPEK"": ""otc"", ""year"": ""2019""}"
上市,2889,國票金 代：國際票券金融公司,108/04/01,職務調整,王運強,侯文楚,108/04/01,業務需要,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2889"", ""TYPEK"": ""sii"", ""year"": ""2019""}"
上市,1432,大魯閣,108/03/31,辭職,無,黃麗克,108/03/31,辭職,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""1432"", ""TYPEK"": ""sii"", ""year"": ""2019""}"
上市,6283,淳安,108/03/29,職務調整,職缺待補,陳依青,108/03/29,職務調整,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6283"", ""TYPEK"": ""sii"", ""year"": ""2019""}"
公開發行,5868,臺灣金控,108/03/29,職務調整,王素娥,李莉,108/03/28,本公司108/03/28董事會決議通過本公司總稽核李莉調任子公司臺灣銀行總稽核，本公司總稽核由臺灣銀行營業部經理王素娥陞任。,"{""KIND"": ""X"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""5868"", ""TYPEK"": ""pub"", ""year"": ""2019""}"
上櫃,3224,三顧,108/03/29,辭職,,朱祥彬,108/04/01,因健康因素辭職,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3224"", ""TYPEK"": ""otc"", ""year"": ""2019""}"
上市,2885,元大金 代：元大儲蓄銀行(韓國),108/03/29,新任,崔俊默,崔俊默,108/03/29,任期屆滿,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2885"", ""TYPEK"": ""sii"", ""year"": ""2019""}"
興櫃,6634,欣耀,108/03/28,新任,張力文,朱雅玉,108/03/28,新任,"{""KIND"": ""U"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6634"", ""TYPEK"": ""rotc"", ""year"": ""2019""}"
上櫃,3520,華盈,108/03/28,新任,林靜怡,林金好,108/03/28,新任,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3520"", ""TYPEK"": ""otc"", ""year"": ""2019""}"
上櫃,6560,欣普羅,108/03/27,新任,許峰榮,不適用。,108/03/27,董事會決議通過為新任內部稽核主管,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6560"", ""TYPEK"": ""otc"", ""year"": ""2019""}"
上櫃,6264,富裔,108/03/27,職務調整,陳虹裕,羅偉碩,108/03/27,,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6264"", ""TYPEK"": ""otc"", ""year"": ""2019""}"
上市,3494,誠研,108/03/27,新任,林欣潔,劉學巍,108/03/27,個人生涯規劃。,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3494"", ""TYPEK"": ""sii"", ""year"": ""2019""}"
上市,3308,聯德,108/03/27,新任,謝佩君,謝佩君,108/03/27,新任,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3308"", ""TYPEK"": ""sii"", ""year"": ""2019""}"
上櫃,3252,海灣,108/03/27,職務調整,職缺待補,許詠期,108/03/27,公司內部職務調整,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3252"", ""TYPEK"": ""otc"", ""year"": ""2019""}"
上櫃,2064,晉椿,108/03/27,職務調整,張凰誼,張廷宇,108/03/27,職務調整,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2064"", ""TYPEK"": ""otc"", ""year"": ""2019""}"
上市,5871,中租-KY 代：合迪股份有限公司,108/03/26,職務調整,李秉謙,賴思維,108/04/01,職務調整,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""5871"", ""TYPEK"": ""sii"", ""year"": ""2019""}"
上市,4763,材料*-KY,108/03/26,職務調整,林雅芬,江秀芳,108/03/26,職務調整,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""4763"", ""TYPEK"": ""sii"", ""year"": ""2019""}"
上櫃,4502,健信,108/03/26,新任,張琇惠,不適用,108/03/26,董事會決議新任,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""4502"", ""TYPEK"": ""otc"", ""year"": ""2019""}"
上櫃,4105,東洋,108/03/26,新任,高榮良,不適用,108/03/26,新任,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""4105"", ""TYPEK"": ""otc"", ""year"": ""2019""}"
上櫃,3710,連展投控 代：連展科技股份有限公司,108/03/26,職務調整,林修齊,黃國朝,108/03/26,職務調整,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3710"", ""TYPEK"": ""otc"", ""year"": ""2019""}"
上市,2636,台驊控股,108/03/26,職務調整,張簡安雅,林玉文,108/03/26,職務調整,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2636"", ""TYPEK"": ""sii"", ""year"": ""2019""}"
上市,9929,秋雨,108/03/25,辭職,待董事會派任後再行公告,林可迎,108/03/25,個人因素,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""9929"", ""TYPEK"": ""sii"", ""year"": ""2019""}"
上市,6272,驊陞,108/03/25,新任,吳哲賢,不適用,108/03/25,董事會追認通過新任內部稽核主管,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6272"", ""TYPEK"": ""sii"", ""year"": ""2019""}"
上櫃,4745,合富-KY,108/03/25,職務調整,簡佳平,朱鶯,108/03/26,因集團整體營運發展所需，進行內部職務調整。,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""4745"", ""TYPEK"": ""otc"", ""year"": ""2019""}"
上櫃,3709,鑫聯大投控,108/03/25,職務調整,王漢君,蘇曉蕙,108/03/26,職務調整,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3709"", ""TYPEK"": ""otc"", ""year"": ""2019""}"
上櫃,3067,全域,108/03/25,職務調整,丁明芬,張秀鳳,108/03/25,職務調整,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3067"", ""TYPEK"": ""otc"", ""year"": ""2019""}"
上櫃,2745,五福,108/03/25,辭職,龐博文,梁雅香,108/03/25,個人生涯規劃辭職,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2745"", ""TYPEK"": ""otc"", ""year"": ""2019""}"
上市,6591,動力-KY,108/03/22,新任,陳啟政,周宜炘,108/03/11,(1)108年3月11日公告陳啟政經理為新任稽核主管。(2)108年3月22日董事會通過內部稽核主管追認案。,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6591"", ""TYPEK"": ""sii"", ""year"": ""2019""}"
興櫃,6027,德信,108/03/22,資遣,陳隆泰,張昱承,108/04/01,原內部稽核主管資遣,"{""KIND"": ""U"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6027"", ""TYPEK"": ""rotc"", ""year"": ""2019""}"
上櫃,4735,豪展,108/03/22,職務調整,高鏡淇,楊卉婕,108/03/22,職務調整,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""4735"", ""TYPEK"": ""otc"", ""year"": ""2019""}"
上櫃,4432,銘旺實,108/03/22,辭職,職缺待補,李建欣,108/03/31,個人生涯規劃,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""4432"", ""TYPEK"": ""otc"", ""year"": ""2019""}"
上市,2615,萬海,108/03/22,退休,吳意晴,郭培泰,108/03/22,退休,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2615"", ""TYPEK"": ""sii"", ""year"": ""2019""}"
上市,1438,三地開發,108/03/22,新任,曾仁德,黃陳雪昭,108/01/22,新任到職,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""1438"", ""TYPEK"": ""sii"", ""year"": ""2019""}"
上櫃,8489,三貝德 代：亞洲教育平台(股)公司,108/03/21,新任,顏志安,,108/03/21,公司營運發展需要。,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""8489"", ""TYPEK"": ""otc"", ""year"": ""2019""}"
上櫃,8040,九暘,108/03/21,辭職,洪雪芳,黃晴詩,108/03/21,辭職,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""8040"", ""TYPEK"": ""otc"", ""year"": ""2019""}"
公開發行,5862,板信銀行,108/03/21,辭職,黃新茂,陳傳基,108/04/01,自請離職,"{""KIND"": ""X"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""5862"", ""TYPEK"": ""pub"", ""year"": ""2019""}"
上櫃,3290,東浦,108/03/21,職務調整,林憶婷,劉欣琪,108/03/21,職務調整,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3290"", ""TYPEK"": ""otc"", ""year"": ""2019""}"
上櫃,8354,冠好,108/03/20,職務調整,蔡粧舜,何志平,108/04/08,內部職務調整,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""8354"", ""TYPEK"": ""otc"", ""year"": ""2019""}"
上市,2923,鼎固-KY,108/03/20,新任,曾俊淳,無,108/03/20,新任,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2923"", ""TYPEK"": ""sii"", ""year"": ""2019""}"
上市,2881,富邦金 代：台北富邦銀行,108/03/20,退休,楊蔚晴,趙啟鑫,本案報經主管機關核准後生效,退休,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2881"", ""TYPEK"": ""sii"", ""year"": ""2019""}"
興櫃,6599,普達系統,108/03/19,辭職,李家誠,陳筱婷,108/04/01,個人生涯規劃,"{""KIND"": ""U"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6599"", ""TYPEK"": ""rotc"", ""year"": ""2019""}"
上市,6550,北極星藥業-KY,108/03/19,職務調整,何宜治,黃藍瑩,108/03/19,公司內部職務輪調,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6550"", ""TYPEK"": ""sii"", ""year"": ""2019""}"
上市,2882,國泰金 代：世越銀行,108/03/19,職務調整,Pham Nhu Phong,Le The Manh,依越南法令規定，上述決定事項須經越南央行核准後生效,越南工商銀行改派,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2882"", ""TYPEK"": ""sii"", ""year"": ""2019""}"
上櫃,2745,五福,108/03/19,辭職,,梁雅香,108/03/19,個人生涯規劃辭職,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2745"", ""TYPEK"": ""otc"", ""year"": ""2019""}"
上櫃,4503,金雨,108/03/18,新任,劉芳伶,,108/03/18,新任,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""4503"", ""TYPEK"": ""otc"", ""year"": ""2019""}"
上市,2642,宅配通,108/03/18,辭職,,林姿菁,108/03/15,個人生涯規劃,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2642"", ""TYPEK"": ""sii"", ""year"": ""2019""}"
上市,1341,富林-KY,108/03/17,新任,林玉淳,不適用,108/03/16,新任,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""1341"", ""TYPEK"": ""sii"", ""year"": ""2019""}"
上市,6674,鋐寶科技,108/03/15,辭職,待聘任,何振宇,108/03/15,個人生涯規劃,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6674"", ""TYPEK"": ""sii"", ""year"": ""2019""}"
上市,6226,光鼎,108/03/15,新任,林金好,林淑儒,108/04/01,董事會通過委任,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6226"", ""TYPEK"": ""sii"", ""year"": ""2019""}"
上櫃,6154,順發,108/03/15,職務調整,胡淑貞,洪麗芬,108/03/15,職務調整,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6154"", ""TYPEK"": ""otc"", ""year"": ""2019""}"
上櫃,4433,興采,108/03/15,辭職,待補,毛嘉漢,108/03/15,個人生涯規劃,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""4433"", ""TYPEK"": ""otc"", ""year"": ""2019""}"
上櫃,3441,聯一光電,108/03/15,新任,謝松村,不適用,108/03/15,新任,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3441"", ""TYPEK"": ""otc"", ""year"": ""2019""}"
上市,2801,彰銀,108/03/15,職務調整,曾許錦美,鄭長華,108/03/25,職務調整,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2801"", ""TYPEK"": ""sii"", ""year"": ""2019""}"
上市,2642,宅配通,108/03/15,辭職,,林姿菁,108/03/15,個人生涯規劃,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2642"", ""TYPEK"": ""sii"", ""year"": ""2019""}"
公開發行,1819,豐鼎,108/03/15,新任,陳柏宏,不適用,108/03/15,新任,"{""KIND"": ""X"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""1819"", ""TYPEK"": ""pub"", ""year"": ""2019""}"
公開發行,6403,群登,108/03/14,新任,蔡玲玲,不適用,108/03/14,經董事會通過任命,"{""KIND"": ""X"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6403"", ""TYPEK"": ""pub"", ""year"": ""2019""}"
上櫃,3313,斐成,108/03/14,辭職,,侯采秀,108/03/31,原內部稽核主管因個人生涯規劃請辭,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3313"", ""TYPEK"": ""otc"", ""year"": ""2019""}"
上市,2467,志聖,108/03/14,職務調整,簡幸怡,黃應銘,108/03/14,職務調整,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2467"", ""TYPEK"": ""sii"", ""year"": ""2019""}"
上市,2327,國巨*,108/03/14,辭職,謝文盈,楊孟娟,108/03/14,個人生涯規劃,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2327"", ""TYPEK"": ""sii"", ""year"": ""2019""}"
上市,1906,寶隆,108/03/14,新任,周玉慧,不適用,107/12/21,原內部稽核主管周玉慧於107/08/03申請留職停薪，並於107/12/21期滿復職回任。,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""1906"", ""TYPEK"": ""sii"", ""year"": ""2019""}"
上櫃,3115,富榮綱,108/03/13,職務調整,陳文祺,陳虹均,108/03/13,職務調整,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3115"", ""TYPEK"": ""otc"", ""year"": ""2019""}"
上櫃,2740,華軒,108/03/13,新任,蔡玉卿,不適用,108/03/13,新任,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2740"", ""TYPEK"": ""otc"", ""year"": ""2019""}"
上櫃,8908,欣雄,108/03/12,新任,陳佳琪,不適用,108/03/12,新任,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""8908"", ""TYPEK"": ""otc"", ""year"": ""2019""}"
上櫃,6560,欣普羅,108/03/12,辭職,,李東昀,108/03/22,個人生涯規劃,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6560"", ""TYPEK"": ""otc"", ""year"": ""2019""}"
上櫃,3521,台鋼建設,108/03/12,職務調整,陳羿甯,羅卉喬,108/03/12,職務調整,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3521"", ""TYPEK"": ""otc"", ""year"": ""2019""}"
上市,6591,動力-KY,108/03/11,新任,陳啟政,周宜炘,108/03/11,原內部稽核主管周宜炘經理於108/2/28因個人生涯規劃請辭，新聘任內部稽核主管陳啟政經理於108/3/11到職就任。,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6591"", ""TYPEK"": ""sii"", ""year"": ""2019""}"
上櫃,3176,基亞 代：溫士頓醫藥(股),108/03/11,職務調整,張馨文,劉家羽,108/03/11,內部職務調整,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3176"", ""TYPEK"": ""otc"", ""year"": ""2019""}"
上櫃,8054,安國,108/03/08,新任,林萱怡,不適用,108/03/08,新任內部稽核主管經董事會通過任命,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""8054"", ""TYPEK"": ""otc"", ""year"": ""2019""}"
上櫃,6547,高端疫苗,108/03/08,職務調整,馮心怡,邱全成,108/03/08,"因應營運需求,內部職務調任。","{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6547"", ""TYPEK"": ""otc"", ""year"": ""2019""}"
上市,4994,傳奇,108/03/08,辭職,趙婉君,張孝慈,108/03/08,個人生涯因素規劃,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""4994"", ""TYPEK"": ""sii"", ""year"": ""2019""}"
上櫃,4502,健信,108/03/08,辭職,,王慶翔,108/03/08,生涯規劃請辭。,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""4502"", ""TYPEK"": ""otc"", ""year"": ""2019""}"
興櫃,4431,敏成健康,108/03/08,辭職,,楊文明,108/03/31,個人生涯規劃,"{""KIND"": ""U"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""4431"", ""TYPEK"": ""rotc"", ""year"": ""2019""}"
上櫃,4102,永日,108/03/08,退休,陳怡妏,賴秀玲,108/05/01,現任稽核主管退休,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""4102"", ""TYPEK"": ""otc"", ""year"": ""2019""}"
上櫃,5475,德宏,108/03/07,職務調整,翟慧蘭,賴素儀,108/03/07,職務調整,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""5475"", ""TYPEK"": ""otc"", ""year"": ""2019""}"
上櫃,3666,光耀,108/03/07,新任,廖瑞玉,鍾志輝,108/03/07,新任,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3666"", ""TYPEK"": ""otc"", ""year"": ""2019""}"
上櫃,3523,迎輝,108/03/06,職務調整,林惠菁,翁建嵐,108/03/06,職務調整,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3523"", ""TYPEK"": ""otc"", ""year"": ""2019""}"
上櫃,3073,天方能源,108/03/05,辭職,,陳啟政,108/03/05,個人職涯規劃,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3073"", ""TYPEK"": ""otc"", ""year"": ""2019""}"
公開發行,8456,天外天,108/03/04,辭職,黃大裕,劉琪萱,108/03/04,108/03/04董事會通過任命,"{""KIND"": ""X"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""8456"", ""TYPEK"": ""pub"", ""year"": ""2019""}"
上市,3494,誠研,108/03/04,辭職,,劉學巍,108/03/04,個人生涯規劃。,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3494"", ""TYPEK"": ""sii"", ""year"": ""2019""}"
上市,2498,宏達電,108/03/01,新任,周佳玲,不適用,108/03/01,董事會決議通過內部稽核主管任命案,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2498"", ""TYPEK"": ""sii"", ""year"": ""2019""}"
上市,6591,動力-KY,108/02/27,辭職,,周宜炘,108/02/28,個人生涯規劃請辭,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6591"", ""TYPEK"": ""sii"", ""year"": ""2019""}"
公開發行,6403,群登,108/02/27,職務調整,蔡玲玲,蔣憶環,108/03/01,職務調整,"{""KIND"": ""X"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6403"", ""TYPEK"": ""pub"", ""year"": ""2019""}"
上市,6281,全國電,108/02/27,退休,,吳慧瓊,108/02/28,個人生涯規劃,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6281"", ""TYPEK"": ""sii"", ""year"": ""2019""}"
上市,6272,驊陞,108/02/27,辭職,,段祥麟,108/02/28,個人生涯規劃,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6272"", ""TYPEK"": ""sii"", ""year"": ""2019""}"
上市,6272,驊陞,108/02/27,新任,吳哲賢,段祥麟,108/03/01,新任,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""6272"", ""TYPEK"": ""sii"", ""year"": ""2019""}"
上市,5907,大洋-KY,108/02/27,新任,劉倩妤,孔令華,108/02/27,新任,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""5907"", ""TYPEK"": ""sii"", ""year"": ""2019""}"
上櫃,4735,豪展,108/02/27,辭職,楊卉婕,張書瑋,108/02/27,辭職,"{""KIND"": ""O"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""4735"", ""TYPEK"": ""otc"", ""year"": ""2019""}"
上市,3416,融程電,108/02/27,辭職,職缺待補,徐妙文,108/02/27,個人生涯規劃,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""3416"", ""TYPEK"": ""sii"", ""year"": ""2019""}"
上市,2889,國票金,108/02/27,退休,侯文楚,陳正勳,108/02/27董事會核定通過，俟呈報主管機關核准後生效。,業務需要,"{""KIND"": ""L"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""2889"", ""TYPEK"": ""sii"", ""year"": ""2019""}"
公開發行,8308,中投有線,108/02/26,辭職,職缺待補,江宜欣,108/03/05,辭職,"{""KIND"": ""X"", ""CODE"": """", ""month1"": ""0"", ""step"": ""2"", ""co_id"": ""8308"", ""TYPEK"": ""pub"", ""year"": ""2019""}"
